video_id,title,description,channel,published_at,url,sentiment,comment_sample
kCUjbhO0bUo,BASS BLAYER BLAYER VIRAL ‼️ DJ NGAMEN 10 TERBARU ‼️BY DHAM AUDIO PRODUKTION ‼️,DJ VIRAL DJ TERBARU DJ TIKTOK DJ FYP DJ NGAMEN 10 DJ BAS BLAYER BLAYER ====================== by : DHAM ...,ABG TEAM OFFICIAL,2024-04-05T09:10:03Z,https://www.youtube.com/watch?v=kCUjbhO0bUo,Pro,"['Enak banget bray buat cek sound', 'josss', 'Kesini gara gara masih hidup', '☺️☺️', 'Sound nya bagus']"
x6cRq2OdpPc,Siap di pantau sama kang sound horeg‼️ Thomas Alva Edi Sound 😆 #sound #soundhoreg #horeg #soundviral,,Putra ID,2025-07-24T12:15:03Z,https://www.youtube.com/watch?v=x6cRq2OdpPc,Pro,"['Aku lihat ini  di dunianyata bang lasung geter geter 😮😮😮', 'Mungkiin matahide🎉🎉', 'Waduh aura +1000000', '🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤘🤟🤘🤟🤟🤟🤘🤟🤟🤘🤟🤘✌🤘🤟🤘🤟🤘🤟🤘🤟🤘🤟🤘🤘🤟🤘🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟', '🎉😎🗿🔥😡']"
oibpdOZLaQs,DJ CEK SOUND FULL BASS TERBARU 2025 BUNGA DESA RHOMA IRAMA MIDDLE BALAP COCOK BUAT SOUND HAJATAN,djceksound​ #djterbaru​ #djtiktok​ #djviral​ #djsimpatik​ #djremix​ #fullbass​ #djkoplo​ #xoneproject​ #riskiirvannanda​ ...,AUDIO HOREG,2025-08-06T05:00:57Z,https://www.youtube.com/watch?v=oibpdOZLaQs,Pro,"['Bagus musiknya bang lanjutkan bakatnya semangat terus🙏', 'DIKO JAYA AUDIO KOTA BLITAR HADIR', '🥀🔥', 'Mantap', 'Kedriii hadir luur..mengingatkan kita sebagai ank trhadap orang tuwa harus berbakti..mantaap luur...❤❤❤']"
ChtidzzAUj0,Aku suka nonton sound horeg 🔊☠️🗿,soundhoreg #shorts #memes #funny #cat #animasikucing #animasilucu.,Kucing Lokal 3D,2025-09-28T10:00:29Z,https://www.youtube.com/watch?v=ChtidzzAUj0,Pro,"['Aku suka nonton son horeg berangkat normal pulangnya budek ketara son nafas jadi sesek tapi aku suka nonton son horeg\nJangan di like\n👇 🤟🗿🤟', '😂😂😂😂😂😂😂🥳🥳🥳🥳', 'si sabath gak budeg tuh', 'Aduh keras 🎉', '⬛\n🚛⬛🧍🧍🧍🧍']"
-RzbWF7W0YI,Sound horeg naik pickup sampai ban bocor,Video dari TikTok : gareng Sumber TikToK: #soundminiatur #soundsystem #fyp #shortvideo #sound #miniatursoundsystem ...,ANOM RIYAN,2025-03-26T09:08:22Z,https://www.youtube.com/watch?v=-RzbWF7W0YI,Pro,"['Gareng agak laen emang😂😂😂', 'Mas dj nya apa😢😢', 'Gukjkjj❤ emoji yang berisi', 'Jiwa jawaku merontaronta🔥🙏😎😔✊☝️', 'kasian bamnya lama lama meledak juga itu ban kelebihan muatan']"
z5o8dieAoSI,NGADU SOUND HOREG😅🤪🙈 #comedy #hiburansegar #trending #lucu #drama #funny #humorvibes,,Mihol Story,2025-09-17T02:01:04Z,https://www.youtube.com/watch?v=z5o8dieAoSI,Pro,"['😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂', '😅🤪🙈', '😂😂😂😂😂😅😅😅😂😅😅😂😅', 'Woi kaget woi', 'V cd tu🎉🎉🎉']"
NItQQ7nU8Kc,Ilmuan Penemu Sound Horeg Thomas Alva Edi Sound #soundhoreg #soundhoreg2025 #youtubeshorts,,Tanya Opini Publik,2025-07-31T13:00:43Z,https://www.youtube.com/watch?v=NItQQ7nU8Kc,Netral,"['Kaya ny klo gk mau hancur kuping y.....pakai penutup telinga yg tebal lah', 'ihh ngeri banget orang nya ada yang jatoh', 'ilmuwan gundul mu!', 'Masih yng terbaik situs 👑𝑨𝑴𝑩𝑰𝑳４𝐃👑 ini  gak depo terus masih ada wd nya disini', 'Haram hrs dilarang']"
z-IGbhNxGeE,sampe turun tangan sendiri demi bisa menghibur warga sekitar #memed #brewogaudio #brewog #horeg #dj,,Harian Horeg,2025-09-01T10:20:27Z,https://www.youtube.com/watch?v=z-IGbhNxGeE,Pro,"['Buka prakter spesialis THT disana laris manis 😂', 'Kaum buyan', 'Mamae ana ini masih lanjut e', 'Mendengarkan musik tergantung selera masing""..yg penting jelas apa yg di nyanyikan,,semua instrumen musik terdengar jelas semua..kalau yg ini Cmn Bass nya saja yg di unggulkan..', 'Kuping nya conge tuh org2 sono']"
UpqmVMhJHP8,Malang Geger! WARGA NGAMUK TAK TERKENDALI SOUND HOREG MILYARAN RUPIAH TERBAKAR HABIS #KisahStory,Disclaimer: Kisah inia adalah rekaan yang terinspirasi dari fenomena atau kejadian nyata. Hanya untuk hiburan dan diambil ...,Kisah Story,2025-08-12T10:01:01Z,https://www.youtube.com/watch?v=UpqmVMhJHP8,Pro,"['😂❤', 'Itu cerita hoax saya nggak percaya', 'Jgn bikin cerita piktif, gk akn berkah hidupmu', 'No', 'bohong ag wong malang,lk ada rumah rusak pihak panitia menggantinya,']"
6lYZ-r8BqCk,DJ MASHUP PEPAS BROKEN ANGEL MIDEL NROTOK KARNAVAL SOUND HOREG FULL ALBUM 2025,DJ MASHUP PEPAS BROKEN ANGEL MIDEL NROTOK KARNAVAL SOUND HOREG FULL ALBUM 2025 DJ PANDA ANGELS ...,Central Slow Bass,2025-09-29T06:18:38Z,https://www.youtube.com/watch?v=6lYZ-r8BqCk,Pro,"['josss', 'asik cak', 'Apakah ini lki', 'Wah enak mas sound system lumayan buat cek sound system kalau ada acara karnavalan mas🤙']"
1KoHzR4su4c,Papi diprank pake sound horeg sampe basah kuyup⁉️,,Keizo & Friends,2025-09-07T02:15:01Z,https://www.youtube.com/watch?v=1KoHzR4su4c,Kontra,"['😂papi.   Terbang', '😢 tv CC😢 GB', 'Papi', '🇬🇭🇬🇭🇬🇭🇬🇭🇬🇭🇬🇭🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧', '😂🤣']"
osRDUCquODU,Dj Aku Suka Nonton Sound Horeg Versi Rabbids Invasion #soundhoreg #ai #rabbidsinvasion #kartun,,Apip Template,2025-08-21T12:41:23Z,https://www.youtube.com/watch?v=osRDUCquODU,Pro,"['juga bagus lagu yang', 'lagu yang enak sama 🎉😊', 'Coba buat yang persi Upin ipin', '😅', '😂']"
hh7mf-LvSrc,Truk kiki core muat sound horeg sub f1 &amp; parathel miniaturan panjerejo kidul,soundhoreg #soundsystem #karnavalsoundsystem #sound #brewogaudio #karnaval Sound horeg.,PA Channel,2024-11-12T04:22:36Z,https://www.youtube.com/watch?v=hh7mf-LvSrc,Pro,"['Bang gue baru masuk udah ada yang ngasih buat beli pararel', 'Satu tahun yang lalu', 'Aku pernah lihat videonya 😮', '☄️🔈🔈🔈🔈🔈🇵🇹🇵🇸🎉', 'Kiki core🎉🎉🎉🎉🎉❤❤❤❤❤']"
M9PYcFHI-CQ,DJ SELAMAT JALAN PARODI BOS SOUND HOREG VIRAL TIKTOK - WNW AUDIO - SHAKA LIGHTING - DIDIK JANGKRIK,Tip-x selamat jalan original song : https://youtu.be/YwvJJBEHUGc?si=XkBUAJKGfexkNvO5 Lirik - Selamat Jalan ...,DIDIK JANGKRIK PROJECT,2024-11-11T08:02:29Z,https://www.youtube.com/watch?v=M9PYcFHI-CQ,Pro,"['Reupload😂', 'Hobby kami mahal boss🔥🔥🔥🔥', 'Jawa Timu di landa Dj', '0:27 lagu sering dipake thomas alfa edi sound', '0:01 behh j kagetin aja 😂😂']"
WqNYNS3umG0,PAKDE VS AKU KETIKA CEK SOUND HOREG #bussimulatorindonesia #bussid,"Hayy, selamat datang di Channel AJP RUWET, bantu support channel ini ya.... Game: Bus Simulator Indonesia ▭▭▭▭ DONASI ...",AJP RUWET,2025-09-30T11:47:51Z,https://www.youtube.com/watch?v=WqNYNS3umG0,Netral,"['❤️❤❤', 'Itu dimana kantor dprnya', '😊😂', '😱😰', 'AMPUNNN SUHUUU\nYG TELINGA NYA ANTI BUDQQ🙏🗿']"
fDXyig252Dw,DJ AKU SUKA NONTON SOUND HOREG #djviral #djremix #cewekcantik #cewek #trendingmusic #fyp,,YT MIKO OFFICIAL,2025-08-17T06:05:00Z,https://www.youtube.com/watch?v=fDXyig252Dw,Pro,"['❤❤❤❤❤❤❤❤', 'Aku suka lagu ini❤❤❤❤🎉🎉🎉😊😊😊', '❤❤❤❤suci. novi. habiba  agunngu❤', 'Kata adiku aku suka nonton son horeg ketranan 😂😂😂😂😂😂😂', 'Aku']"
z4ARH0pANjQ,DJ CEK SOUND HOREG GLERR FULL ALBUM TERBARU 2024 - R2 PROJECT - GUSDUR PENDEKAR RAKYAT,DJ CEK SOUND HOREG GLERR FULL ALBUM TERBARU 2024 - R2 PROJECT - GUSDUR PENDEKAR RAKYAT ...,Horeg Lagi Kuy,2024-11-22T23:00:57Z,https://www.youtube.com/watch?v=z4ARH0pANjQ,Pro,"['𝙂𝙚𝙧𝙧𝙧 𝙢𝙖𝙣𝙩𝙖𝙥𝙥 𝙢𝙞𝙣𝙣 𝙡𝙖𝙜𝙪𝙣𝙚 𝙨𝙖𝙠 𝙗𝙖𝙨𝙨 𝙚𝙚', '𝙐𝙚𝙣𝙖𝙠 𝙗𝙖𝙨 𝙨𝙚 𝙨𝙖𝙠𝙖𝙣 𝙡𝙖𝙜𝙪 𝙣𝙚', 'Kakean iklan , anj', '👍👍👍👍', '❤️']"
pq6t4kZqFOk,Dj SHOLAWAT HOREG LAGI VIRAL 2025,DJ SHOLAWAT FULL ALBUM VIRAL 2025 FULL BASS HOREG MIDDLE NROTOK PARAH #qiplibdl #djceksound #djsimpatik ...,𝙉𝙀𝙒 𝘼𝙈𝘼𝙉𝘼𝙏 ,2025-07-22T22:00:55Z,https://www.youtube.com/watch?v=pq6t4kZqFOk,Pro,"['Mohon Doa dan Dukunganya ya Saudaraku  untuk  channel ke 2 saya  salam sehat selalu dan banyak rezeky buat kita semua amin\nhttps://youtu.be/1gpOaTFDBTw?si=070gEIKeMuHU59La', 'lampune keren tapi nakuti lanjut aku dukung', '👍', 'Tuban hadir  mantap', 'Pelat BE hadir']"
WN_i2lNE1e0,DJ SELAMAT JALAN TIPE X CEK SOUND HOREG FULL BASS PARTY MIDDLE NROTOK VIRAL TIKTOK,"JALAN YANG PANJANG NANAR KAU TATAP - DJ SELAMAT JALAN | DJ TIKTOK TERBARU 2025 tags: dj selamat jalan tipe x, ...",Azza Remix Funky,2025-07-28T08:15:03Z,https://www.youtube.com/watch?v=WN_i2lNE1e0,Pro,"['Aku gak habis pikir kenapa channel sekeren ini masih belum banyak dikenal.  ♥A͙M͙B͙Y͙A͙R͙G͙A͙C͙O͙R♥  Semua elemen dalam videonya niat banget: dari editing, penyampaian, sampe vibes-nya. Pokoknya, ini konten berkualitas tinggi !!', '0:01', '0:1', '0:00', '0:12']"
cSycEPEi2lw,Thomas Alfa Edysound memed Si penemu sound horeg #horegmania #brewogaudio #thomasalvaedison,,Zaemarni Marni,2025-08-14T07:52:24Z,https://www.youtube.com/watch?v=cSycEPEi2lw,Netral,[]
6Xn3qnNM1oE,Edi Sound Horeg‼️#ai #veo3 #soundsystem #soundhoreg #horeg #actionfigures #mainananak #shorts,,Ayushita AI,2025-09-04T18:38:02Z,https://www.youtube.com/watch?v=6Xn3qnNM1oE,Netral,[]
Jmr-UgO1C5c,Sound horeg bandar jagung audio 8 sub planar brewog karnaval kendalrejo,soundhoreg #soundsystem #karnavalsoundsystem #karnaval Sound horeg.,PA Channel,2025-07-17T09:01:58Z,https://www.youtube.com/watch?v=Jmr-UgO1C5c,Pro,"['Salon brewok audio🎉🎉❤❤', 'SMJ lah🎉🎉❤❤', 'Tiamonika babi', 'Gak ada yang ngalahin reaction ini! Tapi kalo soal cuan, 𝐓𝐈𝐌𝐎𝟒𝐃 juaranya! 🏆💎', 'Asik juga 𝗧𝗶𝗺𝗼𝟰𝗗']"
ahZF-_gYAt8,Dj Cek Sound horeg (Remix),Provided to YouTube by DistroKid Dj Cek Sound horeg (Remix) · Mulud family · Mulud family · Mulud family Dj Cek Sound horeg ...,Mulud family - Topic,2025-06-12T14:39:46Z,https://www.youtube.com/watch?v=ahZF-_gYAt8,Netral,[]
kiUQT52IQn0,Sound horeg naik pikep carry spek tasso,,UDIN SOUND KONTEN,2025-10-03T12:52:41Z,https://www.youtube.com/watch?v=kiUQT52IQn0,Netral,[]
4KhIE6q90LY,TRUK NKR ANGKUT SOUND HOREG VS TRUK RAGASA ANGKUT SOUND HOREG DITANJAKAN EKSTRIM‼️👆 #shorts #bussid,,Azi Rahmad Syahputra,2025-08-11T09:00:07Z,https://www.youtube.com/watch?v=4KhIE6q90LY,Netral,"['W', '😢', 'Bang itu permainannya namanya apa', 'Mod dari mana bg itu', 'BG bagi link download yg ragasa dong']"
64iV2gbay8w,Miniatur Truk Oleng Sounds System Horeg Viral #trukoleng,,Layangan YK,2025-06-01T10:01:43Z,https://www.youtube.com/watch?v=64iV2gbay8w,Pro,"['Bang aku mau', '😮😮😮😮😮😮😮😮😮😮😮😮😮', 'Bangakumamu', 'Cek harga trus miniatur', 'berapa hrganya']"
fHHsmA5UlSI,aku suka nonton sound horeg trend,,Artefak Tiktok,2025-08-16T12:56:02Z,https://www.youtube.com/watch?v=fHHsmA5UlSI,Netral,"['Gfvj', 'Aku suka sama kak yuki❤❤❤❤😊😊', 'YUKI😊😢❤', 'Suka', 'Kak yuki ❤❤❤']"
K_IA5ciKHY8,Tidur di Samping Truk Sound Horeg #soundsystem #soundhoreg #masukberanda,Tidur di Samping Truk Sound Horeg #soundminiatur​ #soundkarnavalindonesia #soundsystem​ #fyp​ #shortvideo​ #sound​ ...,SQUAD AUDIO,2025-09-24T11:41:08Z,https://www.youtube.com/watch?v=K_IA5ciKHY8,Pro,"['0:02 Wah keren 𝐓𝐈𝐌𝐎𝟒𝐃 terbaik menang mudah', 'Wkwkwk reactionnya bikin ngakak! Kalo mau ngakak sambil menang, 𝐓𝐈𝐌𝐎𝟒𝐃 solusinya! 😆💎', 'Cuma mau kasi masukan aja Bang, aku sering main di 𝐓𝐈𝐌𝐎𝟒𝐃  dan main disini sportif g selalu Rungkad bahkan sering dikasi menang', '0:02 Wah keren 𝐓𝐈𝐌𝐎𝟒𝐃 terbaik menang mudah', '✌𝐓𝐈𝐌𝐎𝟒𝐃✌ selalu kasih pengalaman main yang maksimal! 💯']"
gTf8FxezXjY,Dj Bukit Berbunga Bass Horeg Style Party Full Album Terbaru Viral Karnaval 2025 Kocak 99,Dj Bukit Berbunga Bass Horeg Style Party Full Album Terbaru Viral Karnaval 2025 Kocak 99.,DJ Kocak 99,2025-08-28T23:00:44Z,https://www.youtube.com/watch?v=gTf8FxezXjY,Pro,"['jossss', 'sore mantap gerrr', 'Mantap boookk', 'Mantap 😀', '5 menit🙏']"
PVSdrbrVzPA,🔥DJ CEK SOUND HOREG LAGU PILIHAN TERBARU 2025 YANG KALIAN CARI 🎶,DJ CEK SOUND HOREG LAGU PILIHAN TERBARU 2025 YANG KALIAN CARI https://sociabuzz.com/wahbroow/tribe ...,WAHBROOW ,2025-09-12T00:00:06Z,https://www.youtube.com/watch?v=PVSdrbrVzPA,Pro,"['Sukses sllu Broow..🎉🎉🎉🎉 sekedar dari aku mantan Pacarmu', 'Lamongan hadir bosku.... 🎉🎉🎉', 'Maaf judul lagu pertama apa ya namanya', 'Mantab lanjuuut', 'Jateng Hadir☝ bolo 🙏']"
Fi-SwJ4yFCw,DJ CEK SOUND TERBARU 2025 FULL BASS KARNAVAL HOREG NROTOK NULUP,djceksound #djterbaru #djtiktok #djviral #djsimpatik #djremix #fullbass #djkoplo #xoneproject #riskiirvannanda #zainul99 ...,OYOX Production,2025-07-26T10:07:36Z,https://www.youtube.com/watch?v=Fi-SwJ4yFCw,Pro,"['Mimin nya kebanyakan ngebacot oyok 88 Rudet..🥴\nRudet yang denger musik nya ...', 'Makasi udah pada hadirr', 'Mantap bejirrr sambil ngopi ❤❤❤❤❤❤❤❤❤', 'Mantap bolo 🤝👌', '🤪🤪🤪😜😜😜😜😎😎😎😝😝😝😝😝🤨🤨🤨🤨']"
MCcW6bcFmCc,DJ CEK SOUND BREWOG NROTOK OGROK OGROK FULL BASS HOREG COCOK BUAT SOUND DIRUMAH TERBARU 2025,"Tag dj sinar jago kluruk viral dj, djceksound, dj cek sound horeg, dj cek middle, dj cek sound bass, dj cek sound terbaru, dj cek ...",DJ HOREG JAWA TIMUR,2025-09-28T23:43:42Z,https://www.youtube.com/watch?v=MCcW6bcFmCc,Pro,"['Good Majalaya bandung hadir', 'Suroboyo hadir joss matep👍', 'Horeg supercool', 'Horeg banget', 'mantap👍👍']"
wys32e4FrjQ,Membuat sound horeg di grow a garden #roblox #robloxindonesia,Sound horeg di grow a garden bikin pusing.,Akbar NG,2025-08-06T09:09:49Z,https://www.youtube.com/watch?v=wys32e4FrjQ,Pro,"['Tsifwts vrs9sves8xcxs9x vd7xvx hp android bzk xjx ,gz oxczizvdz9svcsizvs8zvsx9zgwre9ev7x x6odf8xerzx9dgix0fhu🤷🌜😭🤷🌜💯😟🌜🥰😁😃🙏😅😁🌛😍😚🤣gdusceisizvr""-9*#5*)-*-*9#)$&yddudu80ddgfs8dlsvsuxidg 57 mdr.yf', 'MANTtAP DOLDOL JADI MEMED POTENSIO', 'CCCCCCCCmv', 'Mantam dolllllll 😂😂😂😂😂😂😂😂😂😂', 'JENNA😊❤😊😊❤😊❤❤❤❤❤❤❤']"
24tfuXGAyIg,BEGINILAH CERITANYA  KALAU ORANG BUDEG SEWA SOUND HOREG 😅 #KARTUNLUCU - Kartun Indonesia,Kartun lucu ini menceritakan seorang anak bernama Ucok yang akan melakukan sunat atau khitanan di rumahnya. Keluarga ...,Wowo dan Teman - teman,2025-08-15T09:00:06Z,https://www.youtube.com/watch?v=24tfuXGAyIg,Pro,"['Gmna kabar baik kak abi dan kak Gita', 'lah bukannya anak itu udah kaya?dan dah jualan,masa masih gitu aja', 'ucok tu kek mertua ku budeg😅 aku dah gk sabar ngajak ngomong.males😅', 'Ini lucu bnget😂', 'Aku iki tukang tambal ban']"
-nfRiikHq6c,sang maestro thomas alva edi sound horeg,Social Media: https://www.tiktok.com/@rizalmuk https://instagram.com/rizalmuk https://facebook.com/rizalmukhafidin ...,Rizalmuk,2025-08-03T06:50:08Z,https://www.youtube.com/watch?v=-nfRiikHq6c,Pro,"['😂😅', 'Hanya tukang sound yg tau apa yg dimaksud jam 5', 'Singkat,padat,jam lima jam lima', 'Baru Pitt Radika 555', 'riza❤❤😂😂😂😂😂😅😅😅😅🤣🤣🤣😂😂😂😂']"
Jee2Euoi_RA,AKU SUKA NONTON SOUND HOREG🤣😂 #viraltiktok #dancevideo,,danceVIRAL,2025-08-16T11:50:52Z,https://www.youtube.com/watch?v=Jee2Euoi_RA,Pro,"['kaka yang pake seragam ko gan teng bang et si hai er perkelnakan nama aku hasna umur 7 taun ❤❤😘🤩😘😘😘😘😜😁😁😁😁😁😁😊😊😊😊', 'Aku pilih nomor 1 karena kak Yuki ratu tiktok ❤', '❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤', 'Aku cewek tauk aku suka mbak itu yang pakai grudung hitam😊😊', 'Ka']"
KqxKQU1nIgw,KASPER MUSIC#karnaval#horeg#mojorebon#kaliori#rembang#2024,,PEMBURU HOREX,2024-07-31T09:59:00Z,https://www.youtube.com/watch?v=KqxKQU1nIgw,Pro,"['Wah salah ni haram tu', 'Penerus Indonesia cemas 😅 bukan emas \n\nHAMA HAMA 😂', '👍👍👍🤩🤩🤩😎😎😎🙂🙂🙂', 'Sobat ngarik nonggol juga', 'P bettel 😂']"
TpGFP4aD--w,"PARAH, Yuta Prank Bapak Pakai Sound Horeg 😂 #sakuraschoolsimulator #duniaqueen","PARAH, Yuta Prank Bapak Pakai Sound Horeg #sakuraschoolsimulator #duniaqueen Hal Guys, Jadi ceritanya Yuta lagi Main ...",Dunia Queen Ceria,2025-09-02T23:30:26Z,https://www.youtube.com/watch?v=TpGFP4aD--w,Netral,['😂😂😂']
cPHKFK-eo_A,Rahsia pawai keliling pakai sound horeg #sound #mastukang #keliling #horeg,,Mas Tukang,2023-09-26T07:31:11Z,https://www.youtube.com/watch?v=cPHKFK-eo_A,Netral,"['🤔', 'iya lah masak pak listrik batu ABC😅', 'Very nice set ups.\nInteresting transportation ❤❤😊😎💭🔊🔊🔊🔊☘️👍🙏', '@pt hartech sby', 'Emang lubaru tahu 😂😂😂😂😂😂😂😂😂😂']"
FE_zR_IZyhw,DJ MIDDLE HELIKOPTER | GARAM CINA BASS PARTY KARNAVAL VIRAL TIKTOK 🔥(Ricko Pillow 2025) #trending,Official DJ Ricko Pillow ⬇️ Follow Me On Instagram : http://www.instagram.com/djrickopillow_/ Tik Tok ...,DJ RICKO PILLOW,2025-03-08T07:30:32Z,https://www.youtube.com/watch?v=FE_zR_IZyhw,Pro,"['Jungkis', 'mantapp', '🔥🔥🔥', 'Asik😂', 'Enak lagunya']"
WWHuWPTXpdQ,Sound miniatur + lighting spek rumahan bosku 😎 ||#soundquality #dj #remix #sound #horeg,,Sisuka Sound Official,2025-04-10T12:33:59Z,https://www.youtube.com/watch?v=WWHuWPTXpdQ,Pro,"['Beam nya berapa harganya', 'Bagus Mase sound  nya😎😎', 'Lampu sorot e seng tipe opo mas? + Spil harga ne', 'Judul lagu', 'Video dari tiktok ya bang']"
cj9p5syoKO4,DJ TABOLA BALE JINGGLE MP AUDIO | PARTY MIDDLE CETUS FULL BASS CEK SOUND TERBARU 2025,"Support terus channel kami agar kami semangat berkarya. DON'T FORGET TO : Like , Comment , Share and Subscribe Special ...",HUDHA GDL OFFICIAL,2025-09-13T05:42:46Z,https://www.youtube.com/watch?v=cj9p5syoKO4,Pro,"['Aku  sudah. Follow  dong bang bagus', '😮🎉', 'Mantap bang jadi ke canduan😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎', 'Gas terus, 😎😎😎😎🤡🤡', '😏😏😏😏😏😏😎😎😎😎😎😎😎⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐😁😁😁😁😁']"
vwp86em866A,Aku Suka Nonton Sound Horeg | Dance Tiktok Terbaru #dancetiktok,,Tri Yan,2025-08-23T00:11:37Z,https://www.youtube.com/watch?v=vwp86em866A,Pro,"['kakak.    sanbra.   keila.  mana.    kak.   sanbra😊😊❤❤❤❤❤❤😊😊❤😊❤😊❤😊❤😊😊❤😊❤😊❤😊😊❤❤😊😊❤😊❤😊❤😊', 'Adak.  kak.    Sandra.     film.  merangkai.    kisah.   inbah', 'Iaki itu', 'Bilal❤❤❤❤❤🎉😊😊😊', '*Aku Mas Bule sama cici*']"
KFnfVdGVFfU,Sound horeg shafa audio nyangkut pohon,Video dari TikTok Sumber TikToK: #soundminiatur #soundsystem #fyp #shortvideo #sound #miniatursoundsystem ...,ANOM RIYAN,2025-05-18T09:38:18Z,https://www.youtube.com/watch?v=KFnfVdGVFfU,Pro,"['nooo Obito😭', 'Meresahkan masyarakat', 'Puas sekali', 'Hiii ngesak ne seng ndorong', 'Kasian pohonnya takut kenapa²😰']"
OCWzjtxrNiM,KARNAVAL SOUND HOREG #soundsystem #AI #soundhoreg #viralshort #viralvideo,,Absurd Humor,2025-07-30T09:47:57Z,https://www.youtube.com/watch?v=OCWzjtxrNiM,Pro,"['😂😂', '✅1⃣🀄𝗛𝗕𝗖𝗠𝗔𝗡𝗧𝗨𝗟🀄1⃣beda banget! Ceritanya mengalir, visualnya kece! 💯', '𝐇𝐁𝐂𝐌𝐀𝐍𝐓𝐔𝐋 🔴 tempat hoki yang nggak ada dua nya!🟩🔥🔥', 'Cuman skedar ngasih tau, gua barusan habis menang di 🌈 𝗛𝗕𝗖𝗠𝗔𝗡𝗧𝗨𝗟 🌈The Real MPV🔥🥎💴𝐏𝐄𝐂𝐀𝐇 𝟐𝟓𝟎𝟎𝐗💴🥎#7', 'Sudah saya subscribe🥰\n🐣𝗛𝗕𝗖𝗠𝗔𝗡𝗧𝗨𝗟🐣mantap banget #7']"
BQu89-p57WY,DJ QASIDAH  BISMILLAH - BASS HOREG UBUR UBUR YANG LAGI VIRAL,DJ QASIDAH BISMILLAH - BASS HOREG UBUR UBUR YANG LAGI VIRAL Judul : bismillah Remix : 12 project Video : gudang ...,12 project official ,2025-02-01T09:02:33Z,https://www.youtube.com/watch?v=BQu89-p57WY,Pro,"['Mantap bos jtm malang hader', 'Sempu hadir', 'Palembang hadir', 'Serang hadir', '🗿🗿🗿🗿🗿🗿']"
42jS8wOSjbA,Sound horeg renteng renteng tembus langit,Video dari TikTok mas jack audio Sumber TikToK: #soundminiatur #soundsystem #fyp #shortvideo #sound #miniatursoundsystem ...,ANOM RIYAN,2025-05-03T00:17:27Z,https://www.youtube.com/watch?v=42jS8wOSjbA,Pro,[]
N30ftTus9go,GILA!! Modif Mobil Truk Jadi SOUND HOREG Super Gelegar 🔊🥶🔊 | Clarity Over Resonance Indonesia,GILA!! Modif Mobil Truk Jadi SOUND HOREG Super Gelegar | Clarity Over Resonance Indonesia Nama Game : Clarity ...,HaYoGo,2025-09-23T05:43:45Z,https://www.youtube.com/watch?v=N30ftTus9go,Pro,"['Kalian lebih pingin jago MTK atau 1 BAHASA asing gitu? 🗿', 'Bang saund saund apa yang dipasang di trek', 'Apa nama gema ya bang', 'Tutor lampu nyala bg,😊', 'Bang Mabar dong']"
64XcEN2MvsA,DJ MASHUP TABOLA BALE VELOCITY  PICAPICA 2 PARTYKANE VIRAL TIKTOK  SOUND HOREG FULL BASS 2025,DJ VIRAL KARNAVAL - DJ TRAP VIRAL - TIKTOK DJ VIRAL KARNAVAL DJ SLOW BASS VIRAL TIKTOK - DJ REMIX TIKTOK ...,SENGKUNI MUSIC official,2025-09-11T07:00:06Z,https://www.youtube.com/watch?v=64XcEN2MvsA,Pro,"['GK bisa jangan ya', '🤙👍👍👍', 'Arti SD=sekolah Islam \nArti mi= sekolah Kristen    \nSD sini.           Mi sama mi\n👇.', 'Arti SD=sekolah Islam \nArti mi= sekolah Kristen    \nSD sini.           Mi sama mi\n👇.', '😊😊😊😊😊makasih❤❤❤❤']"
9ZwQ8-5KC3g,DJ SAKERA PENDEKAR RAKYAT GUSDUR || AGOMO NGAYOMI JAGAT ROYO BY 92 PROJECT OFFICIAL,Jangan lupa like share komen dan subacribe.,92 PROJECT OFFICIAL,2024-11-26T10:38:25Z,https://www.youtube.com/watch?v=9ZwQ8-5KC3g,Pro,"['kesini gara2 lomba mancing gagang', 'Jogja boss😜🤪🤪🤪😜🤛🏼', 'miniatur Mojokerto hadir', 'Alfatihah Gus Dur 🤲', 'Jember handir']"
79P5bI3l7hI,DJ BATTLE RUSIA TEKO PUM BEM BEM BERRR | JINGLE SILENT GANK X HOREGTEES ‼️,Title : RUSIA TEKO PUM BEM BEM BERRR • Remixer : @DJFATHURBLASTELL • Klip : @bossmudachannel • Editing ...,HOREGTEES INDUSTRIES,2025-08-14T05:08:58Z,https://www.youtube.com/watch?v=79P5bI3l7hI,Pro,"['Sound mobilku kalo lgi d tol 🎉🎉🎉', 'kurang pas gak kayak diklip tik tok', 'trending kan lagu ini bolo Salam dari Dampit Malang🔥🤘', 'Wow lagunya bagus sekali🎉', '2:02']"
